,MoDaHr,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy
,Fuel=,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane
,CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,92716,0.825607918,0.825607918,0.825607918,0.825607918,0.825607918,1.072941515,1.067188526,1.072941515,1.072941515,1.072941515,0.825607918,0.825607918,0.825607918,1.072941515,1.072941515,1.072941515,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92717,3.411891498,3.411891498,3.411891498,3.411891498,3.411891498,4.111381147,4.089336396,4.111381147,4.111381147,4.111381147,3.411891498,3.411891498,3.411891498,4.111381147,4.111381147,4.111381147,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92718,5.756913713,5.756913713,5.756913713,5.756913713,5.756913713,5.769868347,5.738930979,5.769868347,5.769868347,5.769868347,5.756913713,5.756913713,5.756913713,5.769868347,5.769868347,5.769868347,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92719,5.739286497,5.739286497,5.739286497,5.739286497,5.739286497,5.769956391,5.739018551,5.769956391,5.769956391,5.769956391,5.739286497,5.739286497,5.739286497,5.769956391,5.769956391,5.769956391,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92720,5.731756558,5.731756558,5.731756558,5.731756558,5.731756558,5.768904225,5.737972026,5.768904225,5.768904225,5.768904225,5.731756558,5.731756558,5.731756558,5.768904225,5.768904225,5.768904225,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92721,5.73112843,5.73112843,5.73112843,5.73112843,5.73112843,5.742606232,5.711815041,5.742606232,5.742606232,5.742606232,5.73112843,5.73112843,5.73112843,5.742606232,5.742606232,5.742606232,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92722,5.72971723,5.72971723,5.72971723,5.72971723,5.72971723,5.641196258,5.610948815,5.641196258,5.641196258,5.641196258,5.72971723,5.72971723,5.72971723,5.641196258,5.641196258,5.641196258,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92723,5.731484749,5.731484749,5.731484749,5.731484749,5.731484749,5.618547436,5.588421433,5.618547436,5.618547436,5.618547436,5.731484749,5.731484749,5.731484749,5.618547436,5.618547436,5.618547436,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92724,5.729198392,5.729198392,5.729198392,5.729198392,5.729198392,5.619806178,5.589673426,5.619806178,5.619806178,5.619806178,5.729198392,5.729198392,5.729198392,5.619806178,5.619806178,5.619806178,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92801,5.711039468,5.711039468,5.711039468,5.711039468,5.711039468,5.358582484,5.329850384,5.358582484,5.358582484,5.358582484,5.711039468,5.711039468,5.711039468,5.358582484,5.358582484,5.358582484,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92802,5.605854821,5.605854821,5.605854821,5.605854821,5.605854821,4.857893416,4.831845952,4.857893416,4.857893416,4.857893416,5.605854821,5.605854821,5.605854821,4.857893416,4.857893416,4.857893416,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92803,5.502452922,5.502452922,5.502452922,5.502452922,5.502452922,4.544207703,4.519842186,4.544207703,4.544207703,4.544207703,5.502452922,5.502452922,5.502452922,4.544207703,4.544207703,4.544207703,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92804,5.491778092,5.491778092,5.491778092,5.491778092,5.491778092,4.55671456,4.532281982,4.55671456,4.55671456,4.55671456,5.491778092,5.491778092,5.491778092,4.55671456,4.55671456,4.55671456,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92805,5.598253632,5.598253632,5.598253632,5.598253632,5.598253632,4.66802213,4.642992734,4.66802213,4.66802213,4.66802213,5.598253632,5.598253632,5.598253632,4.66802213,4.66802213,4.66802213,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92806,5.714560597,5.714560597,5.714560597,5.714560597,5.714560597,5.299843665,5.271426515,5.299843665,5.299843665,5.299843665,5.714560597,5.714560597,5.714560597,5.299843665,5.299843665,5.299843665,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92807,5.729292561,5.729292561,5.729292561,5.729292561,5.729292561,4.490021655,4.465946677,4.490021655,4.490021655,4.490021655,5.729292561,5.729292561,5.729292561,4.490021655,4.490021655,4.490021655,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92808,4.005125656,4.005125656,4.005125656,4.005125656,4.005125656,2.131184287,2.125552312,2.131184287,2.131184287,2.131184287,4.005125656,4.005125656,4.005125656,2.131184287,2.131184287,2.131184287,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92809,0.854207841,0.854207841,0.854207841,0.854207841,0.854207841,0.941832191,0.939343258,0.941832191,0.941832191,0.941832191,0.854207841,0.854207841,0.854207841,0.941832191,0.941832191,0.941832191,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92810,0.426475387,0.426475387,0.426475387,0.426475387,0.426475387,0.811567674,0.809422984,0.811567674,0.811567674,0.811567674,0.426475387,0.426475387,0.426475387,0.811567674,0.811567674,0.811567674,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92811,0.248824845,0.248824845,0.248824845,0.248824845,0.248824845,0.809830177,0.807690079,0.809830177,0.809830177,0.809830177,0.248824845,0.248824845,0.248824845,0.809830177,0.809830177,0.809830177,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92812,0.130611287,0.130611287,0.130611287,0.130611287,0.130611287,0.836669738,0.834458712,0.836669738,0.836669738,0.836669738,0.130611287,0.130611287,0.130611287,0.836669738,0.836669738,0.836669738,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92813,0.142733291,0.142733291,0.142733291,0.142733291,0.142733291,0.86040672,0.858132966,0.86040672,0.86040672,0.86040672,0.142733291,0.142733291,0.142733291,0.86040672,0.86040672,0.86040672,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92814,0.396240857,0.396240857,0.396240857,0.396240857,0.396240857,1.143617513,1.139835726,1.143617513,1.143617513,1.143617513,0.396240857,0.396240857,0.396240857,1.143617513,1.143617513,1.143617513,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92815,0.804260383,0.804260383,0.804260383,0.804260383,0.804260383,1.495650059,1.490704148,1.495650059,1.495650059,1.495650059,0.804260383,0.804260383,0.804260383,1.495650059,1.495650059,1.495650059,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92816,2.643352105,2.643352105,2.643352105,2.643352105,2.643352105,3.387980252,3.376776664,3.387980252,3.387980252,3.387980252,2.643352105,2.643352105,2.643352105,3.387980252,3.387980252,3.387980252,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92817,5.769204283,5.769204283,5.769204283,5.769204283,5.769204283,5.560340111,5.541952826,5.560340111,5.560340111,5.560340111,5.769204283,5.769204283,5.769204283,5.560340111,5.560340111,5.560340111,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92818,6.103010297,6.103010297,6.103010297,6.103010297,6.103010297,6.230604329,6.210000572,6.230604329,6.230604329,6.230604329,6.103010297,6.103010297,6.103010297,6.230604329,6.230604329,6.230604329,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92819,6.081770494,6.081770494,6.081770494,6.081770494,6.081770494,6.22458156,6.203997719,6.22458156,6.22458156,6.22458156,6.081770494,6.081770494,6.081770494,6.22458156,6.22458156,6.22458156,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92820,5.880595101,5.880595101,5.880595101,5.880595101,5.880595101,6.191649408,6.175287044,6.191649408,6.191649408,6.191649408,5.880595101,5.880595101,5.880595101,6.191649408,6.191649408,6.191649408,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92821,5.80878251,5.80878251,5.80878251,5.80878251,5.80878251,5.832755566,5.817341633,5.832755566,5.832755566,5.832755566,5.80878251,5.80878251,5.80878251,5.832755566,5.832755566,5.832755566,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92822,5.725577117,5.725577117,5.725577117,5.725577117,5.725577117,5.76555342,5.734639188,5.76555342,5.76555342,5.76555342,5.725577117,5.725577117,5.725577117,5.76555342,5.76555342,5.76555342,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92823,5.727571544,5.727571544,5.727571544,5.727571544,5.727571544,5.705460745,5.674868723,5.705460745,5.705460745,5.705460745,5.727571544,5.727571544,5.727571544,5.705460745,5.705460745,5.705460745,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92824,5.725133974,5.725133974,5.725133974,5.725133974,5.725133974,5.624440232,5.594282633,5.624440232,5.624440232,5.624440232,5.725133974,5.725133974,5.725133974,5.624440232,5.624440232,5.624440232,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92901,5.599099599,5.599099599,5.599099599,5.599099599,5.599099599,5.494954695,5.465491382,5.494954695,5.494954695,5.494954695,5.599099599,5.599099599,5.599099599,5.494954695,5.494954695,5.494954695,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92902,5.435236605,5.435236605,5.435236605,5.435236605,5.435236605,5.180514877,5.152737555,5.180514877,5.180514877,5.180514877,5.435236605,5.435236605,5.435236605,5.180514877,5.180514877,5.180514877,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92903,5.272858657,5.272858657,5.272858657,5.272858657,5.272858657,4.878418801,4.852261282,4.878418801,4.878418801,4.878418801,5.272858657,5.272858657,5.272858657,4.878418801,4.878418801,4.878418801,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92904,5.356928192,5.356928192,5.356928192,5.356928192,5.356928192,4.992047992,4.965281207,4.992047992,4.992047992,4.992047992,5.356928192,5.356928192,5.356928192,4.992047992,4.992047992,4.992047992,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92905,5.578164765,5.578164765,5.578164765,5.578164765,5.578164765,5.188481098,5.160661061,5.188481098,5.188481098,5.188481098,5.578164765,5.578164765,5.578164765,5.188481098,5.188481098,5.188481098,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92906,5.604134399,5.604134399,5.604134399,5.604134399,5.604134399,5.433097097,5.403965458,5.433097097,5.433097097,5.433097097,5.604134399,5.604134399,5.604134399,5.433097097,5.433097097,5.433097097,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92907,5.605965964,5.605965964,5.605965964,5.605965964,5.605965964,5.22561645,5.197597297,5.22561645,5.22561645,5.22561645,5.605965964,5.605965964,5.605965964,5.22561645,5.22561645,5.22561645,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92908,4.015193283,4.015193283,4.015193283,4.015193283,4.015193283,2.580255184,2.573436472,2.580255184,2.580255184,2.580255184,4.015193283,4.015193283,4.015193283,2.580255184,2.580255184,2.580255184,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92909,1.405970551,1.405970551,1.405970551,1.405970551,1.405970551,1.084096888,1.081231999,1.084096888,1.084096888,1.084096888,1.405970551,1.405970551,1.405970551,1.084096888,1.084096888,1.084096888,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92910,0.398849857,0.398849857,0.398849857,0.398849857,0.398849857,0.501957096,0.500630599,0.501957096,0.501957096,0.501957096,0.398849857,0.398849857,0.398849857,0.501957096,0.501957096,0.501957096,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92911,0.010431717,0.010431717,0.010431717,0.010431717,0.010431717,0.500967809,0.499643926,0.500967809,0.500967809,0.500967809,0.010431717,0.010431717,0.010431717,0.500967809,0.500967809,0.500967809,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92912,0.013755769,0.013755769,0.013755769,0.013755769,0.013755769,0.500074624,0.498753101,0.500074624,0.500074624,0.500074624,0.013755769,0.013755769,0.013755769,0.500074624,0.500074624,0.500074624,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92913,0.015928679,0.015928679,0.015928679,0.015928679,0.015928679,0.520079242,0.518704854,0.520079242,0.520079242,0.520079242,0.015928679,0.015928679,0.015928679,0.520079242,0.520079242,0.520079242,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92914,0.099739813,0.099739813,0.099739813,0.099739813,0.099739813,0.635964645,0.633861597,0.635964645,0.635964645,0.635964645,0.099739813,0.099739813,0.099739813,0.635964645,0.635964645,0.635964645,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92915,0.46369984,0.46369984,0.46369984,0.46369984,0.46369984,0.999865134,0.996558716,0.999865134,0.999865134,0.999865134,0.46369984,0.46369984,0.46369984,0.999865134,0.999865134,0.999865134,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92916,2.396765228,2.396765228,2.396765228,2.396765228,2.396765228,3.091688544,3.081464752,3.091688544,3.091688544,3.091688544,2.396765228,2.396765228,2.396765228,3.091688544,3.091688544,3.091688544,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92917,5.864516955,5.864516955,5.864516955,5.864516955,5.864516955,5.598593904,5.580080118,5.598593904,5.598593904,5.598593904,5.864516955,5.864516955,5.864516955,5.598593904,5.598593904,5.598593904,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92918,6.021381142,6.021381142,6.021381142,6.021381142,6.021381142,5.900112508,5.880601642,5.900112508,5.900112508,5.900112508,6.021381142,6.021381142,6.021381142,5.900112508,5.900112508,5.900112508,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92919,6.002053912,6.002053912,6.002053912,6.002053912,6.002053912,5.900294906,5.880783437,5.900294906,5.900294906,5.900294906,6.002053912,6.002053912,6.002053912,5.900294906,5.900294906,5.900294906,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92920,5.815835689,5.815835689,5.815835689,5.815835689,5.815835689,5.872812469,5.85729268,5.872812469,5.872812469,5.872812469,5.815835689,5.815835689,5.815835689,5.872812469,5.872812469,5.872812469,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92921,5.793029513,5.793029513,5.793029513,5.793029513,5.793029513,5.814090646,5.798726037,5.814090646,5.814090646,5.814090646,5.793029513,5.793029513,5.793029513,5.814090646,5.814090646,5.814090646,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92922,5.655156248,5.655156248,5.655156248,5.655156248,5.655156248,5.711420281,5.680796305,5.711420281,5.711420281,5.711420281,5.655156248,5.655156248,5.655156248,5.711420281,5.711420281,5.711420281,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92923,5.606464996,5.606464996,5.606464996,5.606464996,5.606464996,5.526827584,5.497193372,5.526827584,5.526827584,5.526827584,5.606464996,5.606464996,5.606464996,5.526827584,5.526827584,5.526827584,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,92924,5.60359843,5.60359843,5.60359843,5.60359843,5.60359843,5.5001592,5.470667981,5.5001592,5.5001592,5.5001592,5.60359843,5.60359843,5.60359843,5.5001592,5.5001592,5.5001592,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,93001,5.65871484,5.65871484,5.65871484,5.65871484,5.65871484,5.347518182,5.318845406,5.347518182,5.347518182,5.347518182,5.65871484,5.65871484,5.65871484,5.347518182,5.347518182,5.347518182,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
